Song,Album,Lyric,Previous Lyric,Next Lyric
Superman,Speak Now (Deluxe),"I'm far away, but I never let you go","Don't forget, don't forget about me",I'm love-struck and looking out the window
Superman,Speak Now (Deluxe),I'm love-struck and looking out the window,"I'm far away, but I never let you go","Don't forget, don't forget where I'll be"
Superman,Speak Now (Deluxe),"Don't forget, don't forget where I'll be",I'm love-struck and looking out the window,
Superman,Speak Now (Deluxe),"Right here, wishing the flowers were from you","Don't forget, don't forget where I'll be",Wishing the card was from you
Superman,Speak Now (Deluxe),Wishing the card was from you,"Right here, wishing the flowers were from you",Wishing the call was from you
Superman,Speak Now (Deluxe),Wishing the call was from you,Wishing the card was from you,'Cause I loved you from the very first day
Superman,Speak Now (Deluxe),'Cause I loved you from the very first day,Wishing the call was from you,
Superman,Speak Now (Deluxe),I watch superman fly away,'Cause I loved you from the very first day,You've got a busy day today
Superman,Speak Now (Deluxe),"Go save the world, I'll be around",You've got a busy day today,Forever and ever here
Superman,Speak Now (Deluxe),Forever and ever here,"Go save the world, I'll be around",I watch superman fly away
Superman,Speak Now (Deluxe),I watch superman fly away,Forever and ever here,"I swear, I'll be with you someday"
Superman,Speak Now (Deluxe),"I swear, I'll be with you someday",I watch superman fly away,I'll be right here on the ground
Superman,Speak Now (Deluxe),I'll be right here on the ground,"I swear, I'll be with you someday",When you come back down
Superman,Speak Now (Deluxe),"La, la, la, la, la, la",When you come back down,"La, la, la, la, la, la"
Superman,Speak Now (Deluxe),"La, la, la, la, la, la","La, la, la, la, la, la",When you come back down
Superman,Speak Now (Deluxe),When you come back down,"La, la, la, la, la, la",
​it’s time to go,evermore (deluxe version),When your dinner is cold and the chatter gets old,,You ask for the tab
​it’s time to go,evermore (deluxe version),You ask for the tab,When your dinner is cold and the chatter gets old,"Or that moment again, he's insisting that friends"
​it’s time to go,evermore (deluxe version),"Or that moment again, he's insisting that friends",You ask for the tab,Look at each other like that
​it’s time to go,evermore (deluxe version),Look at each other like that,"Or that moment again, he's insisting that friends",
​it’s time to go,evermore (deluxe version),When the words of a sister come back in whispers,Look at each other like that,That prove she was not in fact what she seemed
​it’s time to go,evermore (deluxe version),That prove she was not in fact what she seemed,When the words of a sister come back in whispers,Not a twin from your dreams
​it’s time to go,evermore (deluxe version),Not a twin from your dreams,That prove she was not in fact what she seemed,She's a crook who was caught
​it’s time to go,evermore (deluxe version),She's a crook who was caught,Not a twin from your dreams,
​it’s time to go,evermore (deluxe version),That old familiar body ache,She's a crook who was caught,The snaps from the same little breaks in your soul
​it’s time to go,evermore (deluxe version),The snaps from the same little breaks in your soul,That old familiar body ache,You know when it's time to go
​it’s time to go,evermore (deluxe version),You know when it's time to go,The snaps from the same little breaks in your soul,
​it’s time to go,evermore (deluxe version),Twenty years at your job,You know when it's time to go,Then the son of the boss gets the spot that was yours
​it’s time to go,evermore (deluxe version),Then the son of the boss gets the spot that was yours,Twenty years at your job,Or trying to stay for the kids
​it’s time to go,evermore (deluxe version),Or trying to stay for the kids,Then the son of the boss gets the spot that was yours,When keeping it how it is will only break their hearts worse
​it’s time to go,evermore (deluxe version),When keeping it how it is will only break their hearts worse,Or trying to stay for the kids,
​it’s time to go,evermore (deluxe version),That old familiar body ache,When keeping it how it is will only break their hearts worse,The snaps from the same little breaks in your soul
​it’s time to go,evermore (deluxe version),Sometimes giving up is the strong thing,You know when it's time to go,Sometimes to run is the brave thing
​it’s time to go,evermore (deluxe version),Sometimes to run is the brave thing,Sometimes giving up is the strong thing,Sometimes walking out is the one thing
​it’s time to go,evermore (deluxe version),Sometimes walking out is the one thing,Sometimes to run is the brave thing,That will find you the right thing
​it’s time to go,evermore (deluxe version),That will find you the right thing,Sometimes walking out is the one thing,Sometimes giving up is the strong thing
​it’s time to go,evermore (deluxe version),Sometimes giving up is the strong thing,That will find you the right thing,Sometimes to run is the brave thing
​it’s time to go,evermore (deluxe version),That will find you the right thing,Sometimes walking out is the one thing,
​it’s time to go,evermore (deluxe version),"Fifteen years, fifteen million tears",That will find you the right thing,Begging 'til my knees bled
​it’s time to go,evermore (deluxe version),Begging 'til my knees bled,"Fifteen years, fifteen million tears","I gave it my all, he gave me nothing at all"
​it’s time to go,evermore (deluxe version),"I gave it my all, he gave me nothing at all",Begging 'til my knees bled,Then wondered why I left
​it’s time to go,evermore (deluxe version),Then wondered why I left,"I gave it my all, he gave me nothing at all",
​it’s time to go,evermore (deluxe version),Now he sits on his throne in his palace of bones,Then wondered why I left,Praying to his greed
​it’s time to go,evermore (deluxe version),Praying to his greed,Now he sits on his throne in his palace of bones,He's got my past frozen behind glass
​it’s time to go,evermore (deluxe version),He's got my past frozen behind glass,Praying to his greed,But I've got me
​it’s time to go,evermore (deluxe version),But I've got me,He's got my past frozen behind glass,
​it’s time to go,evermore (deluxe version),That old familiar body ache,But I've got me,The snaps from the same little breaks in my soul
​it’s time to go,evermore (deluxe version),The snaps from the same little breaks in my soul,That old familiar body ache,I know when it's time to go
​it’s time to go,evermore (deluxe version),I know when it's time to go,The snaps from the same little breaks in my soul,
​it’s time to go,evermore (deluxe version),Sometimes giving up is the strong thing,I know when it's time to go,Sometimes to run is the brave thing
​it’s time to go,evermore (deluxe version),That will find you the right thing,That will find you the right thing,And you know in your soul
​it’s time to go,evermore (deluxe version),And you know in your soul,That will find you the right thing,And you know in your soul
​it’s time to go,evermore (deluxe version),And you know in your soul,And you know in your soul,When it's time go
​it’s time to go,evermore (deluxe version),When it's time go,And you know in your soul,"You know, you know, you know, you know"
​it’s time to go,evermore (deluxe version),"You know, you know, you know, you know",When it's time go,When it's time to go
​it’s time to go,evermore (deluxe version),When it's time to go,"You know, you know, you know, you know",So then you go
​it’s time to go,evermore (deluxe version),So then you go,When it's time to go,Then you go
​it’s time to go,evermore (deluxe version),Then you go,So then you go,You just go
​it’s time to go,evermore (deluxe version),You just go,Then you go,
​r​ight where you left me,evermore (deluxe version),"Friends break up, friends get married",,"Strangers get born, strangers get buried"
​r​ight where you left me,evermore (deluxe version),"Strangers get born, strangers get buried","Friends break up, friends get married","Trends change, rumors fly through new skies"
​r​ight where you left me,evermore (deluxe version),"Trends change, rumors fly through new skies","Strangers get born, strangers get buried",But I'm right where you left me
​r​ight where you left me,evermore (deluxe version),But I'm right where you left me,"Trends change, rumors fly through new skies",Matches burn after the other
​r​ight where you left me,evermore (deluxe version),Matches burn after the other,But I'm right where you left me,Pages turn and stick to each other
​r​ight where you left me,evermore (deluxe version),Pages turn and stick to each other,Matches burn after the other,Wages earned and lessons learned
​r​ight where you left me,evermore (deluxe version),Wages earned and lessons learned,Pages turn and stick to each other,But I'm right where you left me
​r​ight where you left me,evermore (deluxe version),But I'm right where you left me,Wages earned and lessons learned,
​r​ight where you left me,evermore (deluxe version),"Help, I'm still at the restaurant",But I'm right where you left me,Still sitting in a corner I haunt
​r​ight where you left me,evermore (deluxe version),Still sitting in a corner I haunt,"Help, I'm still at the restaurant",Cross-legged in the dim light
​r​ight where you left me,evermore (deluxe version),Cross-legged in the dim light,Still sitting in a corner I haunt,"They say, ""What a sad sight"""
​r​ight where you left me,evermore (deluxe version),"They say, ""What a sad sight""",Cross-legged in the dim light,"I, I swear you could hear a hair pin drop"
​r​ight where you left me,evermore (deluxe version),"I, I swear you could hear a hair pin drop","They say, ""What a sad sight""",Right when I felt the moment stop
​r​ight where you left me,evermore (deluxe version),Right when I felt the moment stop,"I, I swear you could hear a hair pin drop",Glass shattered on the white cloth
​r​ight where you left me,evermore (deluxe version),Glass shattered on the white cloth,Right when I felt the moment stop,"Everybody moved on, I, I stayed there"
